,Title,Size,Area,Link,Filename,Src,is_Abstract,is_Animals,is_Architecture,is_Art-For-Kids,is_Astronomy-Space,is_Book-Illustration,is_Botanical,is_Comics,is_Conde-Nast-Magazines,is_Costume-Fashion,is_Cuisine,is_Dance,is_Disney,is_Education,is_Fantasy,is_Figurative,is_Geodes-And-Minerals,is_Geometrics-Art,is_Hobbies,is_Holidays,is_Home-Hearth,is_Humor,is_Japandi,is_Maps,is_Maximalist-Art,is_Motivational,is_Movies,is_Museums,is_Music,is_People,is_Places,is_Religion-Spirituality,is_Scenic,is_Performing-Arts,is_Publications,is_Seasons,is_Sports,is_Still-Life,is_Television,is_The-New-Yorker,is_Transportation,is_Typography-Symbols,is_World-Culture,num_colors,dom_color,warm_cool,complexity,brightness,sharpness
35014,Major Types of Volcanic Eruptions. Plinian Eruption,"(18, 12)",216,/products/p46469519951-sa-i10203866/encyclopaedia-britannica-major-types-of-volcanic-eruptions-plinian-eruption.htm?upi=Q135JV60&PODConfigID=9436090&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5388.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-major-types-of-volcanic-eruptions-plinian-eruption_u-l-q135jv60.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,14,199.86106666666666,19213.802286937498
35015,"Layers of the Ionosphere. Atmosphere, Climate, Earth Sciences","(18, 12)",216,/products/p46469519680-sa-i10203865/encyclopaedia-britannica-layers-of-the-ionosphere-atmosphere-climate-earth-sciences.htm?upi=Q135JXS0&PODConfigID=9436090&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5389.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-layers-of-the-ionosphere-atmosphere-climate-earth-sciences_u-l-q135jxs0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,3,1,171.00368333333333,18063.421259750005
35016,"Generalized Aquatic Food Web. Marine Ecosystem, Biosphere, Earth Sciences","(12, 18)",216,/products/p46469518915-sa-i10203862/encyclopaedia-britannica-generalized-aquatic-food-web-marine-ecosystem-biosphere-earth-sciences.htm?upi=Q135JWB0&PODConfigID=9436090&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5390.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-generalized-aquatic-food-web-marine-ecosystem-biosphere-earth-sciences_u-l-q135jwb0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,3,1,137.65986666666666,14346.6825
35017,"Earth's Prebiotic and Modern Atmosphere. Evolution of Atmosphere, Earth Sciences","(12, 16)",192,/products/p46469688520-sa-i10203860/encyclopaedia-britannica-earth-s-prebiotic-and-modern-atmosphere-evolution-of-atmosphere-earth-sciences.htm?upi=Q135L5P0&PODConfigID=9201947&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5391.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-earth-s-prebiotic-and-modern-atmosphere-evolution-of-atmosphere-earth-sciences_u-l-q135l5p0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,3,28,214.0295851851852,28793.91253846914
35018,"Cross Section Anatomy of Hot Spring and Geyser. Thermal Spring, Geology, Earth Sciences","(12, 18)",216,/products/p46469688509-sa-i10203855/encyclopaedia-britannica-cross-section-anatomy-of-hot-spring-and-geyser-thermal-spring-geology-earth-sciences.htm?upi=Q135L5W0&PODConfigID=9436090&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5392.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-cross-section-anatomy-of-hot-spring-and-geyser-thermal-spring-geology-earth-sciences_u-l-q135l5w0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,2,40,157.89506666666668,12587.2633424375
35019,"Carbon Cycle, Atmosphere, Biosphere, Earth Sciences","(18, 12)",216,/products/p46469687984-sa-i10203853/encyclopaedia-britannica-carbon-cycle-atmosphere-biosphere-earth-sciences.htm?upi=Q135M480&PODConfigID=9436090&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5393.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-carbon-cycle-atmosphere-biosphere-earth-sciences_u-l-q135m480.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,3,1,181.73791666666668,19842.826049749998
35020,"Metamorphosis of Leopard Frog (Rana Pipiens), Amphibians, Biology","(8, 24)",192,/products/p46469688568-sa-i10203472/encyclopaedia-britannica-metamorphosis-of-leopard-frog-rana-pipiens-amphibians-biology.htm?upi=Q135L5Z0&PODConfigID=9327777&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5394.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-metamorphosis-of-leopard-frog-rana-pipiens-amphibians-biology_u-l-q135l5z0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,2,6,203.375,27414.521503999997
35021,"Lipid Bilayer, Plasma Membrane, Phospholipid, Biochemistry, Cholesterol, Biology","(18, 12)",216,/products/p46469688566-sa-i10203471/encyclopaedia-britannica-lipid-bilayer-plasma-membrane-phospholipid-biochemistry-cholesterol-biology.htm?upi=Q135L6N0&PODConfigID=9436090&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5395.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-lipid-bilayer-plasma-membrane-phospholipid-biochemistry-cholesterol-biology_u-l-q135l6n0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,110,205.57433333333333,22706.72645975
35022,"Life Cycle of the Fig Wasp (Agaonidae). Insects, Biology","(16, 12)",192,/products/p46469688542-sa-i10203470/encyclopaedia-britannica-life-cycle-of-the-fig-wasp-agaonidae-insects-biology.htm?upi=Q135L6O0&PODConfigID=9201947&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5396.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-life-cycle-of-the-fig-wasp-agaonidae-insects-biology_u-l-q135l6o0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,3,1,213.03493333333333,35795.54
35023,"Human Ear Vestibular System, Sensory Reception, Biology","(18, 12)",216,/products/p46469688524-sa-i10203469/encyclopaedia-britannica-human-ear-vestibular-system-sensory-reception-biology.htm?upi=Q135L5O0&PODConfigID=9436090&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5397.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-human-ear-vestibular-system-sensory-reception-biology_u-l-q135l5o0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,3,19,223.46421666666666,19017.367271
35024,"Foot or Hoof of a Horse. Mammal, Biology","(12, 16)",192,/products/p46469687033-sa-i10203467/encyclopaedia-britannica-foot-or-hoof-of-a-horse-mammal-biology.htm?upi=Q135LPV0&PODConfigID=9201947&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5398.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-foot-or-hoof-of-a-horse-mammal-biology_u-l-q135lpv0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,1,202.71380740740742,20673.074876839502
35025,Different Types of Membrane Transport. Cell Biology,"(18, 12)",216,/products/p46469687029-sa-i10203466/encyclopaedia-britannica-different-types-of-membrane-transport-cell-biology.htm?upi=Q135LQ40&PODConfigID=9436090&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5399.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-different-types-of-membrane-transport-cell-biology_u-l-q135lq40.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,2,1,224.33186666666666,17878.620697437498
35026,"Animal Cells, Plant Cells, Eukaryotes, Biology","(18, 12)",216,/products/p46469687019-sa-i10203462/encyclopaedia-britannica-animal-cells-plant-cells-eukaryotes-biology.htm?upi=Q135LQ80&PODConfigID=9436090&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5400.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-animal-cells-plant-cells-eukaryotes-biology_u-l-q135lq80.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,0,12,203.4177,21296.753891937504
35027,Left Ventricular Hypertrophy,"(16, 12)",192,/products/p46469553961-sa-i10203369/encyclopaedia-britannica-left-ventricular-hypertrophy.htm?upi=Q135HGB0&PODConfigID=9201947&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5401.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-left-ventricular-hypertrophy_u-l-q135hgb0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Orange,1,1,191.1452148148148,28110.98363155556
35028,Embolism,"(12, 16)",192,/products/p46469553951-sa-i10203366/encyclopaedia-britannica-embolism.htm?upi=Q135HGL0&PODConfigID=9201947&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5402.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-embolism_u-l-q135hgl0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,2,1,224.74241481481482,24914.679595999998
35029,Artificial Pacemaker,"(16, 12)",192,/products/p46469553935-sa-i10203365/encyclopaedia-britannica-artificial-pacemaker.htm?upi=Q135HJQ0&PODConfigID=9201947&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5403.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-artificial-pacemaker_u-l-q135hjq0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,3,16,206.30567407407406,18995.866887654323
35030,The Two Sensory Organs of Balance,"(24, 24)",576,/products/p46469543473-sa-i10203362/encyclopaedia-britannica-the-two-sensory-organs-of-balance.htm?upi=Q135K0H0&PODConfigID=11969370&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5404.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-the-two-sensory-organs-of-balance_u-l-q135k0h0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,4,232.27186666666665,36548.382399
35031,"Nitrogen Cycle, Biosphere, Atmosphere, Earth Sciences","(12, 16)",192,/products/p46469600826-sa-i10203337/encyclopaedia-britannica-nitrogen-cycle-biosphere-atmosphere-earth-sciences.htm?upi=Q135JC60&PODConfigID=9201947&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5405.jpg,https://imgc.artprintimages.com/img/print/encyclopaedia-britannica-nitrogen-cycle-biosphere-atmosphere-earth-sciences_u-l-q135jc60.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,3,56,186.19082962962963,39630.485383654326
35032,The Claw,"(12, 16)",192,/products/p43861612992-sa-i10203026/jorey-hurley-the-claw.htm?upi=F8KU2H0&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5406.jpg,https://imgc.artprintimages.com/img/print/jorey-hurley-the-claw_u-l-f8ku2h0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,2,1,218.85896296296298,8829.913333333334
35033,Pinwheel,"(12, 16)",192,/products/p43861686668-sa-i10202986/jorey-hurley-pinwheel.htm?upi=F8KUFD0&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5407.jpg,https://imgc.artprintimages.com/img/print/jorey-hurley-pinwheel_u-l-f8kufd0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Teal,2,1,170.45198518518518,8745.14
35034,Party Flags,"(12, 16)",192,/products/p43861515505-sa-i10202981/jorey-hurley-party-flags.htm?upi=F8KTNO0&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5408.jpg,https://imgc.artprintimages.com/img/print/jorey-hurley-party-flags_u-l-f8ktno0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,3,6,212.35152592592593,15912.274008098764
35035,Our Travels Midnight Blue,"(16, 12)",192,/products/p43861545971-sa-i10202973/samantha-ranlet-our-travels-midnight-blue.htm?upi=F8KTSZ0&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5409.jpg,https://imgc.artprintimages.com/img/print/samantha-ranlet-our-travels-midnight-blue_u-l-f8ktsz0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,2,50,81.08348148148148,16743.616388888888
35036,Our Travels Crimson,"(16, 12)",192,/products/p43861545530-sa-i10202972/samantha-ranlet-our-travels-crimson.htm?upi=F8KTRE0&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5410.jpg,https://imgc.artprintimages.com/img/print/samantha-ranlet-our-travels-crimson_u-l-f8ktre0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Maroon,3,41,117.6303125,16612.339285714286
35037,Our Travels Aqua,"(16, 12)",192,/products/p43861531346-sa-i10202971/samantha-ranlet-our-travels-aqua.htm?upi=F8KTQE0&sOrigID=1846,D:/query_data/art_images/Art-For-Kids/Art-For-Kids_img_5411.jpg,https://imgc.artprintimages.com/img/print/samantha-ranlet-our-travels-aqua_u-l-f8ktqe0.jpg?src=gp&w=300&h=300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,1,43,181.3553273809524,15977.57142857143
