,Title,Size,Area,Link,Filename,Src,is_Abstract,is_Animals,is_Architecture,is_Art-For-Kids,is_Astronomy-Space,is_Book-Illustration,is_Botanical,is_Comics,is_Conde-Nast-Magazines,is_Costume-Fashion,is_Cuisine,is_Dance,is_Disney,is_Education,is_Fantasy,is_Figurative,is_Geodes-And-Minerals,is_Geometrics-Art,is_Hobbies,is_Holidays,is_Home-Hearth,is_Humor,is_Japandi,is_Maps,is_Maximalist-Art,is_Motivational,is_Movies,is_Museums,is_Music,is_People,is_Places,is_Religion-Spirituality,is_Scenic,is_Performing-Arts,is_Publications,is_Seasons,is_Sports,is_Still-Life,is_Television,is_The-New-Yorker,is_Transportation,is_Typography-Symbols,is_World-Culture,num_colors,dom_color,warm_cool,complexity,brightness,sharpness
49010,"Fog over Otago Harbour and Otago Peninsula, Dunedin, South Island, New Zealand","(12, 8)",96,/products/p18772720612-sa-i7143530/david-wall-fog-over-otago-harbour-and-otago-peninsula-dunedin-south-island-new-zealand.htm?upi=PXQW2K0&PODConfigID=13929613&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7740.jpg,https://imgc.artprintimages.com/img/print/david-wall-fog-over-otago-harbour-and-otago-peninsula-dunedin-south-island-new-zealand_u-l-pxqw2k0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Olive,2,3,170.62418333333332,6686.735693749999
49011,Design Elements,"(49, 24)",1176,/products/p17538550093-sa-i7053668/linda-thompson-design-elements.htm?upi=F5M8PEO1ZLN&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7741.jpg,https://imgc.artprintimages.com/img/print/linda-thompson-design-elements_u-l-f5m8peo1zln.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,2,60,146.8343859649123,49192.26806083362
49012,New Japanese Maple Leaves in Spring,"(12, 16)",192,/products/p17462493202-sa-i7051006/richard-nowitz-new-japanese-maple-leaves-in-spring.htm?upi=PHUKNH0&PODConfigID=4990703&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7742.jpg,https://imgc.artprintimages.com/img/print/richard-nowitz-new-japanese-maple-leaves-in-spring_u-l-phuknh0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,2,30,159.38875555555555,12683.246666666666
49013,Waterlilies,"(72, 48)",3456,/products/p17371867842-sa-i7038248/claude-monet-waterlilies.htm?upi=F5LV1W0&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7743.jpg,https://imgc.artprintimages.com/img/print/claude-monet-waterlilies_u-l-f5lv1w0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,2,20,121.2920920502092,17174.943059295183
49014,Nature's Gold,"(16, 16)",256,/products/p17081720232-sa-i7007221/philippe-sainte-laudy-nature-s-gold.htm?upi=PHFAD20&PODConfigID=4990799&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7744.jpg,https://imgc.artprintimages.com/img/print/philippe-sainte-laudy-nature-s-gold_u-l-phfad20.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,Black,3,92,78.65731111111111,53817.57884399999
49015,Solo,"(12, 16)",192,/products/p17081677866-sa-i7006757/marco-carmassi-solo.htm?upi=PHF5A90&PODConfigID=4990703&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7745.jpg,https://imgc.artprintimages.com/img/print/marco-carmassi-solo_u-l-phf5a90.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Teal,3,55,93.36235555555555,36123.07241995062
49016,"Badger Valley Sunrise, Olympic National Park, Washington, USA","(16, 16)",256,/products/p16765797988-sa-i6986285/gary-luhm-badger-valley-sunrise-olympic-national-park-washington-usa.htm?upi=PH9YN90&PODConfigID=4990795&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7746.jpg,https://imgc.artprintimages.com/img/print/gary-luhm-badger-valley-sunrise-olympic-national-park-washington-usa_u-l-ph9yn90.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,3,34,103.96992222222222,5759.047491972221
49017,Basket of Flowers. (Undated),"(12, 16)",192,/products/p15327094324-sa-i6888808/jan-van-huysum-basket-of-flowers-undated.htm?upi=PGV6MP0&PODConfigID=8880730&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7747.jpg,https://imgc.artprintimages.com/img/print/jan-van-huysum-basket-of-flowers-undated_u-l-pgv6mp0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,White,2,56,78.72091851851852,16082.931690666668
49018,White Daisy,"(16, 16)",256,/products/p26493740790-sa-i6788636/gail-peck-white-daisy.htm?upi=Q10W87P0&PODConfigID=14258395&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7748.jpg,https://imgc.artprintimages.com/img/print/gail-peck-white-daisy_u-l-q10w87p0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,1,223.09952222222222,16334.279967888886
49019,"Azaleas, 1885","(18, 24)",432,/products/p14500660653-sa-i6751428/claude-monet-azaleas-1885.htm?upi=PGA7EF0&PODConfigID=8880731&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7749.jpg,https://imgc.artprintimages.com/img/print/claude-monet-azaleas-1885_u-l-pga7ef0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Olive,3,82,150.96988148148148,58490.709643209884
49020,Sunflowers,"(14, 11)",154,/products/p13784497730-sa-i6495168/emil-nolde-sunflowers.htm?upi=F57P7J0&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7750.jpg,https://imgc.artprintimages.com/img/print/emil-nolde-sunflowers_u-l-f57p7j0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,3,14,114.21273758865249,14577.162341828884
49021,"San Juan Del Sur Bay, Pacific Ocean, San Juan Del Sur, Nicaragua, Central America","(16, 12)",192,/products/p13734176460-sa-i6474091/wendy-connett-san-juan-del-sur-bay-pacific-ocean-san-juan-del-sur-nicaragua-central-america.htm?upi=PFOORX0&PODConfigID=4990699&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7751.jpg,https://imgc.artprintimages.com/img/print/wendy-connett-san-juan-del-sur-bay-pacific-ocean-san-juan-del-sur-nicaragua-central-america_u-l-pfoorx0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,White,2,52,132.51444444444445,26234.45151461729
49022,"Tumwater Canyon, Maple Tree and Wenatchee River, Wenatchee National Forest, Washington, Usa","(12, 9)",108,/products/p13348464941-sa-i6453329/jamie-judy-wild-tumwater-canyon-maple-tree-and-wenatchee-river-wenatchee-national-forest-washington-usa.htm?upi=PXQAWU0&PODConfigID=4990619&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7752.jpg,https://imgc.artprintimages.com/img/print/jamie-judy-wild-tumwater-canyon-maple-tree-and-wenatchee-river-wenatchee-national-forest-washington-usa_u-l-pxqawu0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,Olive,3,198,115.13724444444445,82593.30678888888
49023,Pine Ridge,"(16, 16)",256,/products/p13897884229-sa-i6417248/a-a-pfannmuller-pine-ridge.htm?upi=PXN19J0&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7753.jpg,https://imgc.artprintimages.com/img/print/a-a-pfannmuller-pine-ridge_u-l-pxn19j0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,White,3,139,126.74095555555556,42050.19641775001
49024,Poppies,"(12, 9)",108,/products/p12819563755-sa-i6397899/louis-marie-lemaire-poppies.htm?upi=PZLO8W0&PODConfigID=14258387&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7754.jpg,https://imgc.artprintimages.com/img/print/louis-marie-lemaire-poppies_u-l-pzlo8w0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,2,126,96.86819259259259,34148.23977165431
49025,Pink rose,"(12, 16)",192,/products/p12818576480-sa-i6394461/frank-lukasseck-pink-rose.htm?upi=PZL7EU0&PODConfigID=14258388&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7755.jpg,https://imgc.artprintimages.com/img/print/frank-lukasseck-pink-rose_u-l-pzl7eu0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,3,18,217.9548,13778.556538222223
49026,"Roses in a Flower Market, Paris, France","(12, 16)",192,/products/p10795792508-sa-i6097263/walter-bibikow-roses-in-a-flower-market-paris-france.htm?upi=PDRZQ20&PODConfigID=4990699&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7756.jpg,https://imgc.artprintimages.com/img/print/walter-bibikow-roses-in-a-flower-market-paris-france_u-l-pdrzq20.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,3,68,100.02254814814815,30313.208843999997
49027,"Colorful Buoys on Wall, Rockport, Massachusetts, USA","(16, 12)",192,/products/p10182106992-sa-i5919228/adam-jones-colorful-buoys-on-wall-rockport-massachusetts-usa.htm?upi=PDKUV10&PODConfigID=4990699&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7757.jpg,https://imgc.artprintimages.com/img/print/adam-jones-colorful-buoys-on-wall-rockport-massachusetts-usa_u-l-pdkuv10.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Olive,3,111,100.32914074074074,43372.14626266667
49028,Blue Waterlilies,"(16, 16)",256,/products/p9634416321-sa-i5504707/claude-monet-blue-waterlilies.htm?upi=PC9FFE0&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7758.jpg,https://imgc.artprintimages.com/img/print/claude-monet-blue-waterlilies_u-l-pc9ffe0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Black,2,1,92.138,45407.56822122224
49029,Perfect Blooms II,"(12, 12)",144,/products/p8684960565-sa-i5298613/nan-perfect-blooms-ii.htm?upi=F4EHWA0&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7759.jpg,https://imgc.artprintimages.com/img/print/nan-perfect-blooms-ii_u-l-f4ehwa0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,3,8,182.84692222222222,10501.53749197222
49030,Les Nymphéas : Matin,"(24, 8)",192,/products/p8121777252-sa-i5270799/claude-monet-les-nympheas-matin.htm?upi=PBTDU00&PODConfigID=8880720&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7760.jpg,https://imgc.artprintimages.com/img/print/claude-monet-les-nympheas-matin_u-l-pbtdu00.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,25,167.87914893617022,14621.401513976913
49031,Thin Art Nouveau Flower,"(8, 24)",192,/products/p4166907326-sa-i4788644/thin-art-nouveau-flower.htm?upi=P9XA9M0&PODConfigID=8880720&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7761.jpg,https://imgc.artprintimages.com/img/print/thin-art-nouveau-flower_u-l-p9xa9m0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,2,1,217.65051282051283,44483.70082840236
49032,Hydrangea Square I,"(16, 16)",256,/products/p15859530169-sa-i4263715/daphne-brissonnet-hydrangea-square-i.htm?upi=PXZHYG0&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7762.jpg,https://imgc.artprintimages.com/img/print/daphne-brissonnet-hydrangea-square-i_u-l-pxzhyg0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,2,46,173.1774,24254.655615999996
49033,"View of Cherry Blossom Trees, Washington State, USA","(24, 8)",192,/products/p1550874762-sa-i4186764/view-of-cherry-blossom-trees-washington-state-usa.htm?upi=P8XIME0&PODConfigID=4990603&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7763.jpg,https://imgc.artprintimages.com/img/print/view-of-cherry-blossom-trees-washington-state-usa_u-l-p8xime0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Teal,3,143,125.47909090909091,142395.97112003877
49034,Tropical Vision I,"(16, 16)",256,/products/p1201158934-sa-i3732949/vision-studio-tropical-vision-i.htm?upi=PXN0TC0&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7764.jpg,https://imgc.artprintimages.com/img/print/vision-studio-tropical-vision-i_u-l-pxn0tc0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,2,1,174.06342222222221,18556.259381972224
49035,"Leaf, Sheenjek River Valley, Arctic National Wildlife Refuge, Alaska","(16, 12)",192,/products/p14272670-sa-i2876018/george-f-mobley-leaf-sheenjek-river-valley-arctic-national-wildlife-refuge-alaska.htm?upi=P4L81L0&PODConfigID=4990703&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7765.jpg,https://imgc.artprintimages.com/img/print/george-f-mobley-leaf-sheenjek-river-valley-arctic-national-wildlife-refuge-alaska_u-l-p4l81l0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Olive,3,15,83.61060740740741,41767.24331906174
49036,"Agave, Leaf Detail, La Corse, France","(12, 16)",192,/products/p14401416-sa-i2875092/olaf-broders-agave-leaf-detail-la-corse-france.htm?upi=Q10QYSJ0&PODConfigID=14258388&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7766.jpg,https://imgc.artprintimages.com/img/print/olaf-broders-agave-leaf-detail-la-corse-france_u-l-q10qysj0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Teal,2,35,119.38219259259259,29633.09630987655
49037,"Organic Sunflowers and Pumpkins, Ferry Building Farmer's Market, San Francisco, California, USA","(12, 9)",108,/products/p14145053-sa-i2852681/inger-hogstrom-organic-sunflowers-and-pumpkins-ferry-building-farmer-s-market-san-francisco-california-usa.htm?upi=PXPVRS0&PODConfigID=4990619&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7767.jpg,https://imgc.artprintimages.com/img/print/inger-hogstrom-organic-sunflowers-and-pumpkins-ferry-building-farmer-s-market-san-francisco-california-usa_u-l-pxpvrs0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,Olive,3,82,95.96038518518519,56768.268273135815
49038,Chateau Pomegranate 2,"(12, 16)",192,/products/p14910739775-sa-i2814533/regina-andrew-design-chateau-pomegranate-2.htm?upi=PGOLC00&PODConfigID=9201947&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7768.jpg,https://imgc.artprintimages.com/img/print/regina-andrew-design-chateau-pomegranate-2_u-l-pgolc00.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Maroon,3,82,94.48727407407408,38187.376085876545
49039,"Tulips at Roozengaarde Display Garden, Mount Vernon, Skagit Valley, Washington, USA","(9, 12)",108,/products/p14101485-sa-i2801672/william-sutton-tulips-at-roozengaarde-display-garden-mount-vernon-skagit-valley-washington-usa.htm?upi=PXPORB0&PODConfigID=4990619&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7769.jpg,https://imgc.artprintimages.com/img/print/william-sutton-tulips-at-roozengaarde-display-garden-mount-vernon-skagit-valley-washington-usa_u-l-pxporb0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Olive,0,13,120.51173333333334,11239.209871555557
49040,"Silhouette of Palm Trees, Hawaii","(12, 9)",108,/products/p13817108-sa-i2757699/mitch-diamond-silhouette-of-palm-trees-hawaii.htm?upi=PXYXPZ0&PODConfigID=4990619&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7770.jpg,https://imgc.artprintimages.com/img/print/mitch-diamond-silhouette-of-palm-trees-hawaii_u-l-pxyxpz0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,3,20,72.39505185185185,8718.165239506174
49041,Study of Orange Poppies,"(12, 9)",108,/products/p13742892-sa-i2741122/mia-friedrich-study-of-orange-poppies.htm?upi=PYYTMS0&PODConfigID=4990623&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_7771.jpg,https://imgc.artprintimages.com/img/print/mia-friedrich-study-of-orange-poppies_u-l-pyytms0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Olive,3,32,121.41779259259259,17935.027437580247
