,Title,Size,Area,Link,Filename,Src,is_Abstract,is_Animals,is_Architecture,is_Art-For-Kids,is_Astronomy-Space,is_Book-Illustration,is_Botanical,is_Comics,is_Conde-Nast-Magazines,is_Costume-Fashion,is_Cuisine,is_Dance,is_Disney,is_Education,is_Fantasy,is_Figurative,is_Geodes-And-Minerals,is_Geometrics-Art,is_Hobbies,is_Holidays,is_Home-Hearth,is_Humor,is_Japandi,is_Maps,is_Maximalist-Art,is_Motivational,is_Movies,is_Museums,is_Music,is_People,is_Places,is_Religion-Spirituality,is_Scenic,is_Performing-Arts,is_Publications,is_Seasons,is_Sports,is_Still-Life,is_Television,is_The-New-Yorker,is_Transportation,is_Typography-Symbols,is_World-Culture,num_colors,dom_color,warm_cool,complexity,brightness,sharpness
42010,"Close View of Dandelion Seeds, Groton, Connecticut","(16, 12)",192,/products/p13677765-sa-i2704783/todd-gipstein-close-view-of-dandelion-seeds-groton-connecticut.htm?upi=P2VBEC0&PODConfigID=4990703&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_740.jpg,https://imgc.artprintimages.com/img/print/todd-gipstein-close-view-of-dandelion-seeds-groton-connecticut_u-l-p2vbec0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,2,37,187.23844444444444,31452.83190617284
42011,Magnolia 1,"(8, 24)",192,/products/p45613446756-sa-i10451905/alan-blaustein-magnolia-1.htm?upi=Q12TL2M0&PODConfigID=4990603&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_741.jpg,https://imgc.artprintimages.com/img/print/alan-blaustein-magnolia-1_u-l-q12tl2m0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,3,185.50493333333333,13711.604711
42012,"View Of Cactus And Surrounding Area ""Saguaros Saguaro National Monument"" Arizona 1933-1942","(12, 16)",192,/products/p48156767715-sa-i10799374/ansel-adams-view-of-cactus-and-surrounding-area-saguaros-saguaro-national-monument-arizona-1933-1942.htm?upi=Q19R82S0&PODConfigID=9201947&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_742.jpg,https://imgc.artprintimages.com/img/print/ansel-adams-view-of-cactus-and-surrounding-area-saguaros-saguaro-national-monument-arizona-1933-1942_u-l-q19r82s0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Olive,2,53,144.7484,43580.89578646913
42013,Flower Patch,"(12, 16)",192,/products/p44020924620-sa-i10216799/tim-o-toole-flower-patch.htm?upi=Q113FJP0&PODConfigID=8880730&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_743.jpg,https://imgc.artprintimages.com/img/print/tim-o-toole-flower-patch_u-l-q113fjp0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Teal,2,230,148.66968888888889,51964.681832098766
42014,Roses dans un verre,"(12, 16)",192,/products/p8120745152-sa-i5223027/pierre-auguste-renoir-roses-dans-un-verre.htm?upi=PBEFAB0&PODConfigID=8880730&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_744.jpg,https://imgc.artprintimages.com/img/print/pierre-auguste-renoir-roses-dans-un-verre_u-l-pbefab0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,2,63,119.8465522174535,27302.122878069225
42015,"The Pink Orchard, 1888","(16, 12)",192,/products/p34988277815-sa-i9400563/vincent-van-gogh-the-pink-orchard-1888.htm?upi=PTQACQ0&PODConfigID=8880730&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_745.jpg,https://imgc.artprintimages.com/img/print/vincent-van-gogh-the-pink-orchard-1888_u-l-ptqacq0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,Olive,2,115,144.66487407407408,59329.76214439506
42016,Dewy Dandelion,"(18, 12)",216,/products/p45613621163-sa-i10453998/cora-niele-dewy-dandelion.htm?upi=Q12UADJ0&PODConfigID=4990715&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_746.jpg,https://imgc.artprintimages.com/img/print/cora-niele-dewy-dandelion_u-l-q12uadj0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,White,3,77,177.6578,85153.4846859375
42017,"Waterlilies, 1917-19 (Detail)","(24, 18)",432,/products/p14499269620-sa-i6744736/claude-monet-waterlilies-1917-19-detail.htm?upi=PG74430&PODConfigID=8880731&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_747.jpg,https://imgc.artprintimages.com/img/print/claude-monet-waterlilies-1917-19-detail_u-l-pg74430.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,2,75,170.79574814814814,46772.72320488889
42018,Aquarelle Garden II,"(12, 16)",192,/products/p15859620855-sa-i6177690/silvia-vassileva-aquarelle-garden-ii.htm?upi=PY04EZ0&PODConfigID=4986474&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_748.jpg,https://imgc.artprintimages.com/img/print/silvia-vassileva-aquarelle-garden-ii_u-l-py04ez0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,3,58,144.42545185185185,54859.903869432106
42019,"Waterlilies at Sunset, 1915-26","(18, 12)",216,/products/p11721474-sa-i1346979/claude-monet-waterlilies-at-sunset-1915-26.htm?upi=Q1G8CX00&PODConfigID=9436042&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_749.jpg,https://imgc.artprintimages.com/img/print/claude-monet-waterlilies-at-sunset-1915-26_u-l-q1g8cx00.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,3,141,114.5934,50472.403844
42020,"Live Oak Tree Draped with Spanish Moss, Savannah, Georgia, USA","(12, 9)",108,/products/p14111673-sa-i2801318/adam-jones-live-oak-tree-draped-with-spanish-moss-savannah-georgia-usa.htm?upi=PXPOP10&PODConfigID=4990619&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_750.jpg,https://imgc.artprintimages.com/img/print/adam-jones-live-oak-tree-draped-with-spanish-moss-savannah-georgia-usa_u-l-pxpop10.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,2,152,118.51284444444444,81193.58461155556
42021,"Red Tree, Yellow Sky","(32, 24)",768,/products/p14289341-sa-i873596/georgia-o-keeffe-red-tree-yellow-sky.htm?upi=E8NBO0&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_751.jpg,https://imgc.artprintimages.com/img/print/georgia-o-keeffe-red-tree-yellow-sky_u-l-e8nbo0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,0,10,197.36423703703704,16181.844687950617
42022,"Point Lobos, Carmel, 1914","(16, 12)",192,/products/p48124332166-sa-i10788558/childe-hassam-point-lobos-carmel-1914.htm?upi=Q19PSRV0&PODConfigID=8880730&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_752.jpg,https://imgc.artprintimages.com/img/print/childe-hassam-point-lobos-carmel-1914_u-l-q19psrv0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,Olive,2,140,131.81897777777777,47600.079084
42023,Open Arms Gold,"(18, 12)",216,/products/p47060068062-sa-i10555257/avery-tillmon-open-arms-gold.htm?upi=Q13DIHA0&PODConfigID=9436090&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_753.jpg,https://imgc.artprintimages.com/img/print/avery-tillmon-open-arms-gold_u-l-q13diha0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,3,70,157.33366666666666,49584.79639193751
42024,I Love Your Smile,"(16, 16)",256,/products/p39454090864-sa-i9216143/sarah-gardner-i-love-your-smile.htm?upi=PWJ2NP0&PODConfigID=4986570&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_754.jpg,https://imgc.artprintimages.com/img/print/sarah-gardner-i-love-your-smile_u-l-pwj2np0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Teal,2,4,178.39075555555556,14505.621509972223
42025,Jostle I,"(16, 16)",256,/products/p48777484829-sa-i10989902/jill-martin-jostle-i.htm?upi=Q1BU9BD0&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_755.jpg,https://imgc.artprintimages.com/img/print/jill-martin-jostle-i_u-l-q1bu9bd0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Olive,3,7,173.573,36180.60262863889
42026,Peaceful Dusk I Tropical,"(16, 16)",256,/products/p48275248617-sa-i10862603/chris-paschke-peaceful-dusk-i-tropical.htm?upi=Q1AXWRX0&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_756.jpg,https://imgc.artprintimages.com/img/print/chris-paschke-peaceful-dusk-i-tropical_u-l-q1axwrx0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,2,58,193.77304444444445,28946.239967888883
42027,Golden Poppies on Taupe II,"(12, 16)",192,/products/p13897852472-sa-i4311752/tim-o-toole-golden-poppies-on-taupe-ii.htm?upi=Q11AKZL0&PODConfigID=9201947&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_757.jpg,https://imgc.artprintimages.com/img/print/tim-o-toole-golden-poppies-on-taupe-ii_u-l-q11akzl0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,3,36,176.57286666666667,46176.40445822222
42028,"The Avenue at the Jas De Bouffan, 1869-1870","(16, 12)",192,/products/p34987250874-sa-i9396443/paul-cezanne-the-avenue-at-the-jas-de-bouffan-1869-1870.htm?upi=PTP8680&PODConfigID=8880730&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_758.jpg,https://imgc.artprintimages.com/img/print/paul-cezanne-the-avenue-at-the-jas-de-bouffan-1869-1870_u-l-ptp8680.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,Orange,3,84,70.65249657064471,28421.004842207316
42029,Yellow Floral Duo II Crop,"(16, 16)",256,/products/p48275642263-sa-i10868667/silvia-vassileva-yellow-floral-duo-ii-crop.htm?upi=Q1B2Z1X0&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_759.jpg,https://imgc.artprintimages.com/img/print/silvia-vassileva-yellow-floral-duo-ii-crop_u-l-q1b2z1x0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Olive,3,69,132.72674444444445,31987.807968638892
42030,"Spa Still Life with Burning Candles,Zen Stone and Bamboo Mat Reflected in a Serenity Pool","(18, 12)",216,/products/p39452147663-sa-i9892355/sofiaworld-spa-still-life-with-burning-candles-zen-stone-and-bamboo-mat-reflected-in-a-serenity-pool.htm?upi=Q105P0C0&PODConfigID=14258383&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_760.jpg,https://imgc.artprintimages.com/img/print/sofiaworld-spa-still-life-with-burning-candles-zen-stone-and-bamboo-mat-reflected-in-a-serenity-pool_u-l-q105p0c0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,3,30,143.32923333333332,14688.062286937498
42031,Fields of Gold I,"(18, 12)",216,/products/p48657017473-sa-i10936446/lisa-audit-fields-of-gold-i.htm?upi=Q1BL4CZ0&PODConfigID=9436090&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_761.jpg,https://imgc.artprintimages.com/img/print/lisa-audit-fields-of-gold-i_u-l-q1bl4cz0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Olive,2,13,218.05198333333334,41860.926849749994
42032,Abstract Balance VI Crop I,"(12, 16)",192,/products/p48837467437-sa-i11025045/lisa-audit-abstract-balance-vi-crop-i.htm?upi=Q1BZOFW0&PODConfigID=9201947&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_762.jpg,https://imgc.artprintimages.com/img/print/lisa-audit-abstract-balance-vi-crop-i_u-l-q1bzofw0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,1,213.81805555555556,31755.68125
42033,Wild Grass I,"(9, 12)",108,/products/p48706591955-sa-i10957376/jennifer-goldberger-wild-grass-i.htm?upi=Q1BN3Z90&PODConfigID=4986394&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_763.jpg,https://imgc.artprintimages.com/img/print/jennifer-goldberger-wild-grass-i_u-l-q1bn3z90.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,2,14,217.3479761904762,28743.565488231423
42034,"Virgin Sitka Spruce, Hoh Rain Forest, Olympic National Forest, Washington, USA","(12, 9)",108,/products/p814769011-sa-i4057248/charles-gurche-virgin-sitka-spruce-hoh-rain-forest-olympic-national-forest-washington-usa.htm?upi=PXQ9I70&PODConfigID=4990619&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_764.jpg,https://imgc.artprintimages.com/img/print/charles-gurche-virgin-sitka-spruce-hoh-rain-forest-olympic-national-forest-washington-usa_u-l-pxq9i70.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,Olive,2,127,82.25548148148148,91714.14370622224
42035,Silhouetted Palm Trees Against a Purple Sky,"(18, 12)",216,/products/p32140568246-sa-i9208354/joshua-howard-silhouetted-palm-trees-against-a-purple-sky.htm?upi=PSWNLI0&PODConfigID=4990719&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_765.jpg,https://imgc.artprintimages.com/img/print/joshua-howard-silhouetted-palm-trees-against-a-purple-sky_u-l-pswnli0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,Black,2,63,96.46808333333334,31427.666087437494
42036,"USA, Louisiana, New Orleans, brick path through alley of oak trees","(18, 12)",216,/products/p48309995515-sa-i10891746/usa-louisiana-new-orleans-brick-path-through-alley-of-oak-trees.htm?upi=Q1BEP6U0&PODConfigID=14258383&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_766.jpg,https://imgc.artprintimages.com/img/print/usa-louisiana-new-orleans-brick-path-through-alley-of-oak-trees_u-l-q1bep6u0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,Teal,2,223,121.36836666666666,78406.0607984375
42037,Weeping Willow,"(16, 12)",192,/products/p34988667807-sa-i9402823/claude-monet-weeping-willow.htm?upi=PTQSB80&PODConfigID=8880730&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_767.jpg,https://imgc.artprintimages.com/img/print/claude-monet-weeping-willow_u-l-ptqsb80.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Olive,3,190,115.59422666666667,61639.30672603999
42038,Daisy Spring II,"(18, 12)",216,/products/p27344703722-sa-i8120457/tim-o-toole-daisy-spring-ii.htm?upi=PXN4LK0&PODConfigID=9436090&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_768.jpg,https://imgc.artprintimages.com/img/print/tim-o-toole-daisy-spring-ii_u-l-pxn4lk0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,3,89,162.63658333333333,40773.9166949375
42039,Chinoiserie Natura II,"(12, 18)",216,/products/p35131393052-sa-i9430308/naomi-mccavitt-chinoiserie-natura-ii.htm?upi=Q11ATM70&PODConfigID=9436090&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_769.jpg,https://imgc.artprintimages.com/img/print/naomi-mccavitt-chinoiserie-natura-ii_u-l-q11atm70.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,1,187.4532,42056.0025
42040,Beautiful Daisies II,"(12, 12)",144,/products/p15859503934-sa-i4155421/daphne-brissonnet-beautiful-daisies-ii.htm?upi=PXZG9O0&PODConfigID=9201948&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_770.jpg,https://imgc.artprintimages.com/img/print/daphne-brissonnet-beautiful-daisies-ii_u-l-pxzg9o0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,3,144,202.69823333333332,44330.43242774999
42041,Dead Pinon Tree,"(11, 14)",154,/products/p13241179-sa-i2354508/georgia-o-keeffe-dead-pinon-tree.htm?upi=F1PQB50&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_771.jpg,https://imgc.artprintimages.com/img/print/georgia-o-keeffe-dead-pinon-tree_u-l-f1pqb50.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Orange,3,72,160.25921985815603,19623.69396106836
